SID,CB,block,trial,memrich,mondrich,eye,loc,image,urban,resp,corr,RT,cond,phase,locrep,eyerep
4,1,17,16,4,2,1,4,7,2,2,1,2219.104494,1,2,1,1
4,1,17,17,4,2,1,2,5,1,1,1,1175.020382,2,2,0,1
4,1,17,18,4,2,2,2,2,1,1,1,909.5087093,1,2,1,0
4,1,17,19,4,2,1,1,1,1,1,1,798.1787352,3,2,0,0
4,1,17,20,4,2,2,3,9,2,2,1,2731.378186,3,2,0,0
4,1,17,21,4,2,2,4,4,1,1,1,1139.368052,2,2,0,1
4,1,17,22,4,2,1,3,5,1,2,0,3155.262121,3,2,0,0
4,1,17,23,4,2,1,2,6,2,2,1,1329.890089,2,2,0,1
4,1,17,24,4,2,1,2,10,2,2,1,1738.311483,2,2,1,1
4,1,17,25,4,2,1,4,1,1,1,1,913.5800095,1,2,0,1
4,1,17,26,4,2,2,1,3,1,1,1,866.5011728,3,2,0,0
4,1,17,27,4,2,2,2,2,1,1,1,1340.674433,1,2,0,1
4,1,17,28,4,2,1,2,7,2,2,1,1780.415248,2,2,1,0
4,1,17,29,4,2,2,4,9,2,2,1,714.7319897,2,2,0,0
4,1,17,30,4,2,1,2,4,1,1,1,1834.932647,2,2,0,0
4,1,17,31,4,2,2,4,4,1,1,1,1742.700818,2,2,0,0
4,1,17,32,4,2,1,3,2,1,1,1,3502.543801,3,2,0,0
4,1,17,33,4,2,2,4,3,1,1,1,671.5420317,2,2,0,0
4,1,17,34,4,2,1,3,8,2,2,1,1762.26704,3,2,0,0
4,1,17,35,4,2,2,1,6,2,2,1,1040.695689,3,2,0,0
4,1,17,36,4,2,2,4,10,2,2,1,4021.000266,2,2,0,1
4,1,17,37,4,2,1,4,7,2,2,1,953.461054,1,2,1,0
4,1,17,38,4,2,2,3,5,1,1,1,1080.160595,3,2,0,0
4,1,17,39,4,2,1,4,10,2,2,1,802.1926479,1,2,0,0
4,1,17,40,4,2,2,1,1,1,1,1,4303.506948,3,2,0,0
4,1,17,41,4,2,2,1,9,2,2,1,816.920053,3,2,1,1
4,1,17,42,4,2,2,3,5,1,1,1,1861.136572,3,2,0,1
4,1,17,43,4,2,1,2,1,1,1,1,1192.289825,2,2,0,0
4,1,17,44,4,2,1,4,4,1,1,1,861.8835702,1,2,0,1
4,1,17,45,4,2,2,2,6,2,2,1,1456.237611,1,2,0,0
4,1,17,46,4,2,2,3,3,1,1,1,3940.05933,3,2,0,1
4,1,17,47,4,2,1,1,8,2,2,1,4308.095376,3,2,0,0
4,1,17,48,4,2,2,2,2,1,1,1,1405.018866,1,2,0,0
4,1,18,1,4,2,2,1,7,2,2,1,754.0917385,3,2,0,1
4,1,18,2,4,2,2,3,8,2,2,1,1697.199334,3,2,0,1
4,1,18,3,4,2,2,4,9,2,2,1,610.6328291,2,2,0,1
4,1,18,4,4,2,1,1,6,2,2,1,1055.606478,3,2,0,0
4,1,18,5,4,2,2,2,9,2,2,1,1002.558389,1,2,0,0
4,1,18,6,4,2,1,3,10,2,2,1,1087.590501,3,2,0,0
4,1,18,7,4,2,1,3,5,1,1,1,1096.995625,3,2,1,1
4,1,18,8,4,2,2,2,7,2,2,1,851.0918517,1,2,0,0
4,1,18,9,4,2,2,3,8,2,2,1,1477.617146,3,2,0,1
4,1,18,10,4,2,1,1,6,2,2,1,624.1621517,3,2,0,0
4,1,18,11,4,2,1,1,1,1,1,1,1212.653058,3,2,1,1
4,1,18,12,4,2,1,3,6,2,2,1,1081.508077,3,2,0,1
4,1,18,13,4,2,2,1,3,1,1,1,866.5989558,3,2,0,0
4,1,18,14,4,2,1,1,4,1,1,1,1221.019758,3,2,1,0
4,1,18,15,4,2,1,4,4,1,1,1,1905.771795,1,2,0,1
4,1,18,16,4,2,1,4,9,2,2,1,682.2959196,1,2,1,1
4,1,18,17,4,2,1,2,3,1,1,1,1123.953922,2,2,0,1
4,1,18,18,4,2,2,2,5,1,1,1,836.3266159,1,2,1,0
4,1,18,19,4,2,1,1,2,1,1,1,767.6585712,3,2,0,0
4,1,18,20,4,2,2,3,8,2,2,1,1166.453307,3,2,0,0
4,1,18,21,4,2,2,4,1,1,1,1,932.6957881,2,2,0,1
4,1,18,22,4,2,1,3,2,1,2,0,1259.84699,3,2,0,0
4,1,18,23,4,2,1,2,10,2,2,1,742.8515004,2,2,0,1
4,1,18,24,4,2,1,2,7,2,2,1,1094.060852,2,2,1,1
4,1,18,25,4,2,1,4,3,1,1,1,736.1054339,1,2,0,1
4,1,18,26,4,2,2,1,1,1,1,1,895.5468971,3,2,0,0
4,1,18,27,4,2,2,2,5,1,1,1,1352.928409,1,2,0,1
4,1,18,28,4,2,1,2,8,2,2,1,1816.216656,2,2,1,0
4,1,18,29,4,2,2,4,9,2,2,1,788.5059107,2,2,0,0
4,1,18,30,4,2,1,2,4,1,1,1,2201.999198,2,2,0,0
4,1,18,31,4,2,2,4,4,1,1,1,823.2477363,2,2,0,0
4,1,18,32,4,2,1,3,1,1,1,1,3259.769405,3,2,0,0
4,1,18,33,4,2,2,4,3,1,1,1,670.732196,2,2,0,0
4,1,18,34,4,2,1,3,6,2,2,1,1560.646471,3,2,0,0
4,1,18,35,4,2,2,1,10,2,2,1,975.609709,3,2,0,0
4,1,18,36,4,2,2,4,7,2,2,1,766.0946841,2,2,0,1
4,1,18,37,4,2,1,4,6,2,2,1,2804.740777,1,2,1,0
4,1,18,38,4,2,2,3,2,1,1,1,1793.205266,3,2,0,0
4,1,18,39,4,2,1,4,7,2,2,1,1151.386708,1,2,0,0
4,1,18,40,4,2,2,1,5,1,1,1,1045.907364,3,2,0,0
4,1,18,41,4,2,2,1,8,2,2,1,3090.133181,3,2,1,1
4,1,18,42,4,2,2,3,5,1,1,1,923.7433521,3,2,0,1
4,1,18,43,4,2,1,2,4,1,1,1,1180.087466,2,2,0,0
4,1,18,44,4,2,1,4,3,1,1,1,929.9072088,1,2,0,1
4,1,18,45,4,2,2,2,9,2,2,1,954.3959238,1,2,0,0
4,1,18,46,4,2,2,3,2,1,1,1,3049.680186,3,2,0,1
4,1,18,47,4,2,1,1,10,2,2,1,1572.793366,3,2,0,0
4,1,18,48,4,2,2,2,1,1,1,1,1026.659819,1,2,0,0
5,1,1,1,3,2,1,1,1,1,1,1,1717.305446,1,1,99,99
5,1,1,2,3,2,1,2,8,2,2,1,2053.653061,3,1,0,1
5,1,1,3,3,2,2,3,4,1,1,1,2296.340575,3,1,1,0
5,1,1,4,3,2,1,3,5,1,1,1,1226.378588,3,1,0,0
5,1,1,5,3,2,1,1,3,1,1,1,1734.352393,1,1,0,1
5,1,1,6,3,2,1,1,7,2,2,1,933.9191979,1,1,1,1
5,1,1,7,3,2,2,1,1,1,1,1,2478.044186,1,1,0,0
5,1,1,8,3,2,1,1,3,1,1,1,992.3671538,1,1,0,0
5,1,1,9,3,2,2,4,5,1,1,1,1686.051429,3,1,0,0
5,1,1,10,3,2,1,1,6,2,2,1,1687.741632,1,1,0,0
5,1,1,11,3,2,2,1,4,1,1,1,4929.647843,1,1,0,0
5,1,1,12,3,2,2,1,10,2,2,1,2561.5916,1,1,1,1
5,1,1,13,3,2,1,1,10,2,2,1,3328.460212,1,1,0,0
5,1,1,14,3,2,1,1,6,2,2,1,976.9033303,1,1,1,1
5,1,1,15,3,2,1,2,7,2,2,1,2039.188869,3,1,0,1
5,1,1,16,3,2,2,3,9,2,2,1,2122.88985,3,1,1,0
5,1,1,17,3,2,1,4,2,1,1,1,1395.264929,2,1,0,0
5,1,1,18,3,2,2,3,8,2,2,1,4625.592028,3,1,0,0
5,1,1,19,3,2,2,1,5,1,1,1,2389.567866,1,1,0,1
5,1,1,20,3,2,1,4,2,1,1,1,955.2358959,2,1,1,0
5,1,1,21,3,2,2,1,6,2,2,1,1610.371861,1,1,1,0
5,1,1,22,3,2,2,2,8,2,2,1,1711.765157,2,1,0,1
5,1,1,23,3,2,2,2,4,1,1,1,5656.790582,2,1,1,1
5,1,1,24,3,2,2,1,1,1,1,1,1980.281814,1,1,0,1
5,1,1,25,3,2,1,3,9,2,2,1,1202.28902,3,1,0,0
5,1,1,26,3,2,1,4,10,2,2,1,1351.255839,2,1,0,1
5,1,1,27,3,2,2,2,3,1,1,1,2286.418323,2,1,0,0
5,1,1,28,3,2,1,1,1,1,1,1,992.2533405,1,1,1,0
5,1,1,29,3,2,2,1,7,2,2,1,3077.752247,1,1,0,0
5,1,1,30,3,2,2,1,3,1,1,1,1095.964254,1,1,1,1
5,1,1,31,3,2,2,1,7,2,2,1,5178.208429,1,1,1,1
5,1,1,32,3,2,2,2,10,2,2,1,2168.636594,2,1,0,1
5,1,1,33,3,2,2,1,6,2,2,1,1583.122779,1,1,0,1
5,1,1,34,3,2,1,1,9,2,2,1,1260.620919,1,1,0,0
5,1,1,35,3,2,1,4,8,2,2,1,1175.465696,2,1,0,1
5,1,1,36,3,2,1,2,2,1,1,1,1950.097318,3,1,0,1
5,1,1,37,3,2,2,4,10,2,2,1,2108.886681,3,1,0,0
5,1,1,38,3,2,1,2,4,1,1,1,1318.082388,3,1,0,0
5,1,1,39,3,2,2,4,9,2,2,1,2342.414651,3,1,0,0
5,1,1,40,3,2,2,1,8,2,1,0,3534.611502,1,1,0,1
5,1,1,41,3,2,1,1,5,1,1,1,1677.775459,1,1,0,0
5,1,1,42,3,2,1,1,7,2,2,1,1000.290143,1,1,1,1
5,1,1,43,3,2,1,3,2,1,1,1,1077.091811,3,1,0,1
5,1,1,44,3,2,2,1,5,1,1,1,2319.426985,1,1,0,0
5,1,1,45,3,2,1,1,1,1,1,1,2575.890042,1,1,0,0
5,1,1,46,3,2,1,3,6,2,2,1,1574.221639,3,1,0,1
5,1,1,47,3,2,2,4,4,1,1,1,1412.700764,3,1,1,0
5,1,1,48,3,2,2,3,3,1,1,1,4714.381253,3,1,0,1
5,1,2,1,3,2,1,1,4,1,1,1,1172.149409,1,1,0,0
5,1,2,2,3,2,1,2,7,2,2,1,1210.737473,3,1,0,1
5,1,2,3,3,2,2,3,1,1,1,1,2375.513401,3,1,1,0
5,1,2,4,3,2,1,3,2,1,1,1,1685.893693,3,1,0,0
5,1,2,5,3,2,1,1,5,1,1,1,1127.473469,1,1,0,1
5,1,2,6,3,2,1,1,6,2,2,1,1232.170869,1,1,1,1
5,1,2,7,3,2,2,1,4,1,1,1,2707.932383,1,1,0,0
5,1,2,8,3,2,1,1,2,1,1,1,805.0956815,1,1,0,0
5,1,2,9,3,2,2,4,1,1,1,1,2833.599592,3,1,0,0
5,1,2,10,3,2,1,1,9,2,2,1,933.2921042,1,1,0,0
5,1,2,11,3,2,2,1,5,1,1,1,3765.108518,1,1,0,0
5,1,2,12,3,2,2,1,8,2,2,1,4883.952717,1,1,1,1
5,1,2,13,3,2,1,1,6,2,2,1,1350.008704,1,1,0,0
5,1,2,14,3,2,1,1,10,2,2,1,2052.724283,1,1,1,1
5,1,2,15,3,2,1,2,8,2,2,1,1343.681342,3,1,0,1
5,1,2,16,3,2,2,3,9,2,2,1,3199.939342,3,1,1,0
5,1,2,17,3,2,1,4,3,1,1,1,1797.019125,2,1,0,0
5,1,2,18,3,2,2,3,7,2,2,1,2202.73754,3,1,0,0
5,1,2,19,3,2,2,1,2,1,1,1,2151.974688,1,1,0,1
5,1,2,20,3,2,1,4,1,1,1,1,2014.868149,2,1,1,0
5,1,2,21,3,2,2,1,8,2,2,1,1971.097263,1,1,1,0
5,1,2,22,3,2,2,2,6,2,2,1,6586.240294,2,1,0,1
5,1,2,23,3,2,2,2,3,1,1,1,2775.803736,2,1,1,1
5,1,2,24,3,2,2,1,5,1,1,1,4062.364086,1,1,0,1
5,1,2,25,3,2,1,3,10,2,2,1,2177.493491,3,1,0,0
5,1,2,26,3,2,1,4,9,2,2,1,1352.028164,2,1,0,1
5,1,2,27,3,2,2,2,4,1,1,1,2950.980892,2,1,0,0
5,1,2,28,3,2,1,1,5,1,1,1,1173.827109,1,1,1,0
5,1,2,29,3,2,2,1,7,2,2,1,2388.623058,1,1,0,0
5,1,2,30,3,2,2,1,4,1,1,1,1065.937173,1,1,1,1
5,1,2,31,3,2,2,1,9,2,2,1,2316.604102,1,1,1,1
5,1,2,32,3,2,2,2,8,2,2,1,4085.363613,2,1,0,1
5,1,2,33,3,2,2,1,6,2,2,1,2054.820046,1,1,0,1
5,1,2,34,3,2,1,1,10,2,2,1,2121.895349,1,1,0,0
5,1,2,35,3,2,1,4,7,2,2,1,1186.582503,2,1,0,1
5,1,2,36,3,2,1,2,1,1,1,1,1767.842916,3,1,0,1
5,1,2,37,3,2,2,4,10,2,2,1,4791.018453,3,1,0,0
5,1,2,38,3,2,1,2,3,1,1,1,1572.704239,3,1,0,0
5,1,2,39,3,2,2,4,7,2,2,1,3378.861748,3,1,0,0
5,1,2,40,3,2,2,1,8,2,2,1,2609.648908,1,1,0,1
5,1,2,41,3,2,1,1,2,1,1,1,1694.78233,1,1,0,0
5,1,2,42,3,2,1,1,9,2,2,1,935.9399402,1,1,1,1
5,1,2,43,3,2,1,3,3,1,1,1,1703.714248,3,1,0,1
5,1,2,44,3,2,2,1,1,1,1,1,1744.707134,1,1,0,0
5,1,2,45,3,2,1,1,4,1,1,1,1248.615729,1,1,0,0
5,1,2,46,3,2,1,3,6,2,2,1,3219.447215,3,1,0,1
5,1,2,47,3,2,2,4,2,1,1,1,1719.946229,3,1,1,0
5,1,2,48,3,2,2,3,5,1,1,1,3112.437968,3,1,0,1
5,1,3,1,3,2,1,1,3,1,1,1,1369.281256,1,1,0,0
5,1,3,2,3,2,1,2,6,2,2,1,1463.117688,3,1,0,1
5,1,3,3,3,2,2,3,4,1,1,1,1714.150421,3,1,1,0
5,1,3,4,3,2,1,3,2,1,1,1,1387.398045,3,1,0,0
5,1,3,5,3,2,1,1,1,1,1,1,1224.661134,1,1,0,1
5,1,3,6,3,2,1,1,9,2,2,1,1261.46057,1,1,1,1
5,1,3,7,3,2,2,1,1,1,1,1,895.9364262,1,1,0,0
5,1,3,8,3,2,1,1,3,1,1,1,769.6639246,1,1,0,0
5,1,3,9,3,2,2,4,5,1,1,1,1207.850149,3,1,0,0
5,1,3,10,3,2,1,1,10,2,2,1,1533.166878,1,1,0,0
5,1,3,11,3,2,2,1,4,1,1,1,1020.458131,1,1,0,0
5,1,3,12,3,2,2,1,8,2,2,1,1704.776075,1,1,1,1
5,1,3,13,3,2,1,1,6,2,2,1,1361.786268,1,1,0,0
5,1,3,14,3,2,1,1,10,2,2,1,1313.036464,1,1,1,1
5,1,3,15,3,2,1,2,7,2,2,1,1009.963288,3,1,0,1
5,1,3,16,3,2,2,3,9,2,2,1,1006.648604,3,1,1,0
5,1,3,17,3,2,1,4,2,1,1,1,1355.717309,2,1,0,0
5,1,3,18,3,2,2,3,8,2,2,1,2026.659819,3,1,0,0
5,1,3,19,3,2,2,1,5,1,1,1,1639.363724,1,1,0,1
5,1,3,20,3,2,1,4,1,1,1,1,938.496405,2,1,1,0
5,1,3,21,3,2,2,1,8,2,2,1,1122.474994,1,1,1,0
5,1,3,22,3,2,2,2,6,2,2,1,2226.629939,2,1,0,1
5,1,3,23,3,2,2,2,4,1,1,1,766.8897724,2,1,1,1
5,1,3,24,3,2,2,1,3,1,1,1,1493.279421,1,1,0,1
5,1,3,25,3,2,1,3,10,2,2,1,1599.24768,3,1,0,0
5,1,3,26,3,2,1,4,9,2,2,1,763.8094467,2,1,0,1
5,1,3,27,3,2,2,2,2,1,1,1,1290.901274,2,1,0,0
5,1,3,28,3,2,1,1,5,1,1,1,796.3570857,1,1,1,0
5,1,3,29,3,2,2,1,7,2,2,1,1058.155569,1,1,0,0
5,1,3,30,3,2,2,1,4,1,1,1,2452.945689,1,1,1,1
5,1,3,31,3,2,2,1,8,2,1,0,2832.501536,1,1,1,1
5,1,3,32,3,2,2,2,6,2,2,1,2163.641324,2,1,0,1
5,1,3,33,3,2,2,1,9,2,2,1,1298.571631,1,1,0,1
5,1,3,34,3,2,1,1,7,2,2,1,2212.108359,1,1,0,0
5,1,3,35,3,2,1,4,10,2,2,1,984.7160333,2,1,0,1
5,1,3,36,3,2,1,2,3,1,1,1,1134.347776,3,1,0,1
5,1,3,37,3,2,2,4,7,2,2,1,1638.02041,3,1,0,0
5,1,3,38,3,2,1,2,2,1,1,1,1017.669872,3,1,0,0
5,1,3,39,3,2,2,4,9,2,2,1,1118.338933,3,1,0,0
5,1,3,40,3,2,2,1,6,2,2,1,2270.650892,1,1,0,1
5,1,3,41,3,2,1,1,1,1,2,0,1224.6217,1,1,0,0
5,1,3,42,3,2,1,1,8,2,2,1,1004.85677,1,1,1,1
5,1,3,43,3,2,1,3,4,1,1,1,1169.50029,3,1,0,1
5,1,3,44,3,2,2,1,1,1,1,1,1632.206007,1,1,0,0
5,1,3,45,3,2,1,1,3,1,1,1,795.4485051,1,1,0,0
5,1,3,46,3,2,1,3,10,2,2,1,977.4441826,3,1,0,1
5,1,3,47,3,2,2,4,5,1,1,1,1247.404182,3,1,1,0
5,1,3,48,3,2,2,3,2,1,1,1,1955.408379,3,1,0,1
5,1,4,1,3,2,1,1,5,1,1,1,1809.071443,1,1,0,0
5,1,4,2,3,2,1,2,6,2,2,1,1206.265743,3,1,0,1
5,1,4,3,3,2,2,3,3,1,1,1,1731.108882,3,1,1,0
5,1,4,4,3,2,1,3,2,1,1,1,1747.06162,3,1,0,0
5,1,4,5,3,2,1,1,1,1,1,1,730.3166792,1,1,0,1
5,1,4,6,3,2,1,1,7,2,2,1,1466.885059,1,1,1,1
5,1,4,7,3,2,2,1,5,1,1,1,917.2367738,1,1,0,0
5,1,4,8,3,2,1,1,4,1,1,1,917.0540317,1,1,0,0
5,1,4,9,3,2,2,4,1,1,1,1,2093.565525,3,1,0,0
5,1,4,10,3,2,1,1,8,2,2,1,839.1369958,1,1,0,0
5,1,4,11,3,2,2,1,2,1,1,1,803.0669242,1,1,0,0
5,1,4,12,3,2,2,1,9,2,2,1,1223.975691,1,1,1,1
5,1,4,13,3,2,1,1,10,2,2,1,923.8093956,1,1,0,0
5,1,4,14,3,2,1,1,9,2,2,1,668.2783233,1,1,1,1
5,1,4,15,3,2,1,2,8,2,2,1,1630.747918,3,1,0,1
5,1,4,16,3,2,2,3,6,2,2,1,2490.939682,3,1,1,0
5,1,4,17,3,2,1,4,3,1,1,1,1540.676934,2,1,0,0
5,1,4,18,3,2,2,3,7,2,2,1,1564.275664,3,1,0,0
5,1,4,19,3,2,2,1,3,1,1,1,1331.229235,1,1,0,1
5,1,4,20,3,2,1,4,2,1,1,1,698.9504516,2,1,1,0
5,1,4,21,3,2,2,1,10,2,2,1,1171.906394,1,1,1,0
5,1,4,22,3,2,2,2,8,2,2,1,1138.465884,2,1,0,1
5,1,4,23,3,2,2,2,5,1,1,1,3057.921531,2,1,1,1
5,1,4,24,3,2,2,1,1,1,1,1,764.7433549,1,1,0,1
5,1,4,25,3,2,1,3,9,2,2,1,1123.136712,3,1,0,0
5,1,4,26,3,2,1,4,6,2,2,1,875.355826,2,1,0,1
5,1,4,27,3,2,2,2,4,1,1,1,902.0214155,2,1,0,0
5,1,4,28,3,2,1,1,5,1,1,1,2143.002375,1,1,1,0
5,1,4,29,3,2,2,1,7,2,2,1,2342.853232,1,1,0,0
5,1,4,30,3,2,2,1,1,1,1,1,2502.488337,1,1,1,1
5,1,4,31,3,2,2,1,7,2,2,1,3791.427219,1,1,1,1
5,1,4,32,3,2,2,2,6,2,2,1,2629.411978,2,1,0,1
5,1,4,33,3,2,2,1,10,2,2,1,2193.807546,1,1,0,1
5,1,4,34,3,2,1,1,9,2,2,1,687.2729149,1,1,0,0
5,1,4,35,3,2,1,4,8,2,2,1,576.9473808,2,1,0,1
5,1,4,36,3,2,1,2,4,1,1,1,1223.585841,3,1,0,1
5,1,4,37,3,2,2,4,9,2,2,1,1852.083468,3,1,0,0
5,1,4,38,3,2,1,2,2,1,1,1,1846.59768,3,1,0,0
5,1,4,39,3,2,2,4,10,2,2,1,2106.266417,3,1,0,0
5,1,4,40,3,2,2,1,8,2,2,1,2747.545085,1,1,0,1
5,1,4,41,3,2,1,1,3,1,1,1,707.1241501,1,1,0,0
5,1,4,42,3,2,1,1,7,2,2,1,684.1419348,1,1,1,1
5,1,4,43,3,2,1,3,5,1,1,1,1173.628657,3,1,0,1
5,1,4,44,3,2,2,1,2,1,1,1,811.8677165,1,1,0,0
5,1,4,45,3,2,1,1,3,1,1,1,856.8004563,1,1,0,0
5,1,4,46,3,2,1,3,6,2,2,1,1259.831281,3,1,0,1
5,1,4,47,3,2,2,4,1,1,1,1,974.697602,3,1,1,0
5,1,4,48,3,2,2,3,4,1,1,1,2261.569254,3,1,0,1
5,1,5,1,3,2,1,1,4,1,1,1,1123.398002,1,1,0,0
5,1,5,2,3,2,1,2,6,2,2,1,1715.484438,3,1,0,1
5,1,5,3,3,2,2,3,3,1,1,1,3396.000065,3,1,1,0
5,1,5,4,3,2,1,3,2,1,1,1,1017.583952,3,1,0,0
5,1,5,5,3,2,1,1,5,1,1,1,677.8030305,1,1,0,1
5,1,5,6,3,2,1,1,9,2,2,1,680.4265005,1,1,1,1
5,1,5,7,3,2,2,1,3,1,1,1,946.2632621,1,1,0,0
5,1,5,8,3,2,1,1,4,1,1,1,1121.941836,1,1,0,0
5,1,5,9,3,2,2,4,5,1,1,1,1042.173656,3,1,0,0
5,1,5,10,3,2,1,1,7,2,2,1,958.3691203,1,1,0,0
5,1,5,11,3,2,2,1,1,1,1,1,1308.737538,1,1,0,0
5,1,5,12,3,2,2,1,8,2,2,1,1678.163385,1,1,1,1
5,1,5,13,3,2,1,1,9,2,2,1,1976.137096,1,1,0,0
5,1,5,14,3,2,1,1,6,2,2,1,3350.686773,1,1,1,1
5,1,5,15,3,2,1,2,8,2,2,1,1782.113787,3,1,0,1
5,1,5,16,3,2,2,3,7,2,2,1,1419.737294,3,1,1,0
5,1,5,17,3,2,1,4,2,1,1,1,1119.70501,2,1,0,0
5,1,5,18,3,2,2,3,10,2,2,1,2440.525964,3,1,0,0
5,1,5,19,3,2,2,1,2,1,1,1,3020.208063,1,1,0,1
5,1,5,20,3,2,1,4,3,1,1,1,808.2737899,2,1,1,0
5,1,5,21,3,2,2,1,9,2,2,1,821.6331943,1,1,1,0
5,1,5,22,3,2,2,2,10,2,2,1,2353.899827,2,1,0,1
5,1,5,23,3,2,2,2,1,1,1,1,2536.703738,2,1,1,1
5,1,5,24,3,2,2,1,5,1,1,1,928.4417459,1,1,0,1
5,1,5,25,3,2,1,3,7,2,2,1,1136.846533,3,1,0,0
5,1,5,26,3,2,1,4,8,2,2,1,1312.261894,2,1,0,1
5,1,5,27,3,2,2,2,4,1,1,1,2689.442415,2,1,0,0
5,1,5,28,3,2,1,1,3,1,1,1,771.3025114,1,1,1,0
5,1,5,29,3,2,2,1,6,2,2,1,1033.336636,1,1,0,0
5,1,5,30,3,2,2,1,4,1,1,1,780.8948655,1,1,1,1
5,1,5,31,3,2,2,1,10,2,2,1,2675.389233,1,1,1,1
5,1,5,32,3,2,2,2,7,2,1,0,1381.976377,2,1,0,1
5,1,5,33,3,2,2,1,6,2,2,1,3275.195077,1,1,0,1
5,1,5,34,3,2,1,1,9,2,2,1,1141.560316,1,1,0,0
5,1,5,35,3,2,1,4,8,2,2,1,2381.215273,2,1,0,1
5,1,5,36,3,2,1,2,2,1,1,1,2251.375454,3,1,0,1
5,1,5,37,3,2,2,4,7,2,2,1,3430.631605,3,1,0,0
5,1,5,38,3,2,1,2,1,1,1,1,994.6010951,3,1,0,0
5,1,5,39,3,2,2,4,10,2,2,1,3456.784555,3,1,0,0
5,1,5,40,3,2,2,1,9,2,2,1,1315.396401,1,1,0,1
5,1,5,41,3,2,1,1,5,1,1,1,763.6924279,1,1,0,0
5,1,5,42,3,2,1,1,8,2,2,1,1227.077817,1,1,1,1
5,1,5,43,3,2,1,3,1,1,1,1,2959.523922,3,1,0,1
5,1,5,44,3,2,2,1,2,1,1,1,822.1153771,1,1,0,0
5,1,5,45,3,2,1,1,3,1,1,1,921.7171595,1,1,0,0
5,1,5,46,3,2,1,3,6,2,2,1,1506.317264,3,1,0,1
5,1,5,47,3,2,2,4,4,1,1,1,3107.070482,3,1,1,0
5,1,5,48,3,2,2,3,5,1,1,1,1980.634153,3,1,0,1
5,1,6,1,3,2,1,1,4,1,1,1,1425.582154,1,1,0,0
5,1,6,2,3,2,1,2,9,2,2,1,1757.927077,3,1,0,1
5,1,6,3,3,2,2,3,3,1,1,1,1109.257295,3,1,1,0
5,1,6,4,3,2,1,3,5,1,1,1,1773.879174,3,1,0,0
5,1,6,5,3,2,1,1,1,1,1,1,1268.211125,1,1,0,1
5,1,6,6,3,2,1,1,10,2,1,0,4102.889216,1,1,1,1
5,1,6,7,3,2,2,1,5,1,1,1,855.8713573,1,1,0,0
5,1,6,8,3,2,1,1,4,1,1,1,610.7286885,1,1,0,0
5,1,6,9,3,2,2,4,1,1,1,1,2191.428693,3,1,0,0
5,1,6,10,3,2,1,1,8,2,2,1,725.0777537,1,1,0,0
5,1,6,11,3,2,2,1,3,1,1,1,941.2542067,1,1,0,0
5,1,6,12,3,2,2,1,7,2,2,1,1101.384319,1,1,1,1
5,1,6,13,3,2,1,1,7,2,2,1,4133.982613,1,1,0,0
5,1,6,14,3,2,1,1,9,2,2,1,717.9209983,1,1,1,1
5,1,6,15,3,2,1,2,8,2,2,1,1878.197946,3,1,0,1
5,1,6,16,3,2,2,3,6,2,2,1,2385.00701,3,1,1,0
5,1,6,17,3,2,1,4,2,1,1,1,1894.721673,2,1,0,0
5,1,6,18,3,2,2,3,10,2,2,1,1632.328156,3,1,0,0
5,1,6,19,3,2,2,1,2,1,1,1,956.0216866,1,1,0,1
5,1,6,20,3,2,1,4,4,1,1,1,994.5934007,2,1,1,0
5,1,6,21,3,2,2,1,8,2,2,1,1376.187623,1,1,1,0
5,1,6,22,3,2,2,2,6,2,2,1,3774.804105,2,1,0,1
5,1,6,23,3,2,2,2,1,1,1,1,845.2421827,2,1,1,1
5,1,6,24,3,2,2,1,5,1,1,1,913.0696142,1,1,0,1
5,1,6,25,3,2,1,3,10,2,2,1,1281.662863,3,1,0,0
5,1,6,26,3,2,1,4,7,2,2,1,667.560179,2,1,0,1
5,1,6,27,3,2,2,2,3,1,1,1,1301.870605,2,1,0,0
5,1,6,28,3,2,1,1,5,1,1,1,790.4388085,1,1,1,0
5,1,6,29,3,2,2,1,9,2,2,1,1740.304974,1,1,0,0
5,1,6,30,3,2,2,1,1,1,1,1,1740.171284,1,1,1,1
5,1,6,31,3,2,2,1,10,2,2,1,1035.515434,1,1,1,1
5,1,6,32,3,2,2,2,9,2,2,1,1663.095182,2,1,0,1
5,1,6,33,3,2,2,1,8,2,2,1,1762.102252,1,1,0,1
5,1,6,34,3,2,1,1,7,2,2,1,897.0370465,1,1,0,0
5,1,6,35,3,2,1,4,6,2,2,1,851.0235639,2,1,0,1
5,1,6,36,3,2,1,2,3,1,1,1,1326.058918,3,1,0,1
5,1,6,37,3,2,2,4,7,2,2,1,1430.244961,3,1,0,0
5,1,6,38,3,2,1,2,2,1,1,1,2866.520088,3,1,0,0
5,1,6,39,3,2,2,4,10,2,2,1,1653.123879,3,1,0,0
5,1,6,40,3,2,2,1,8,2,2,1,1727.719498,1,1,0,1
5,1,6,41,3,2,1,1,4,1,1,1,976.1146542,1,1,0,0
5,1,6,42,3,2,1,1,6,2,2,1,1942.472487,1,1,1,1
5,1,6,43,3,2,1,3,2,1,1,1,2702.275395,3,1,0,1
5,1,6,44,3,2,2,1,1,1,1,1,1175.226528,1,1,0,0
5,1,6,45,3,2,1,1,4,1,1,1,909.4904349,1,1,0,0
5,1,6,46,3,2,1,3,9,2,2,1,1398.399757,3,1,0,1
