SID,CB,block,trial,eye,loc,locrep,eyerep,tarimg,urban,resp,corr,RT
1,1,7,3,2,3,0,0,5,1,1,1,791.2202168
1,1,7,4,2,3,1,1,10,2,2,1,932.2297822
1,1,7,5,2,1,0,1,8,2,2,1,587.2484846
1,1,7,6,1,1,1,0,7,2,2,1,759.7106001
1,1,7,7,1,2,0,1,9,2,2,1,2342.077936
1,1,7,8,1,2,1,1,3,1,1,1,821.3429139
1,1,7,9,2,4,0,0,8,2,2,1,768.8259243
1,1,7,10,2,3,0,1,4,1,1,1,1454.561397
1,1,7,11,2,4,0,1,2,1,1,1,1512.766167
1,1,7,12,1,4,1,0,1,1,1,1,945.2798413
1,1,7,13,1,4,1,1,6,2,2,1,1007.781945
1,1,7,14,2,1,0,0,9,2,2,1,1571.689724
1,1,7,15,2,1,1,1,2,1,1,1,1065.407068
1,1,7,16,2,3,0,1,7,2,2,1,962.0818924
1,1,7,17,1,2,0,0,10,2,2,1,944.6088236
1,1,7,18,2,2,1,0,5,1,1,1,895.5520794
1,1,7,19,1,3,0,0,3,1,1,1,736.1865102
1,1,7,20,1,3,1,1,7,2,2,1,735.189121
1,1,7,21,1,3,1,1,4,1,1,1,877.9793039
1,1,7,22,2,1,0,0,2,1,1,1,1015.544013
1,1,7,23,1,1,1,0,3,1,1,1,947.2845586
1,1,7,24,1,1,1,1,10,2,2,1,642.3180981
1,1,7,25,1,2,0,1,4,1,2,0,1005.224833
1,1,7,26,2,2,1,0,8,2,2,1,632.265337
1,1,7,27,2,4,0,1,1,1,1,1,571.4710739
1,1,7,28,2,4,1,1,5,1,1,1,928.7663309
1,1,7,29,1,3,0,0,2,1,1,1,1104.605336
1,1,7,30,1,3,1,1,1,1,1,1,1008.653018
1,1,7,31,2,3,1,0,6,2,2,1,709.2226935
1,1,7,32,1,2,0,0,5,1,1,1,965.4273626
1,1,7,33,1,1,0,1,9,2,2,1,714.9707468
1,1,7,34,2,1,1,0,7,2,2,1,698.5078913
1,1,7,35,1,1,1,0,3,1,1,1,666.6985131
1,1,7,36,1,4,0,1,4,1,1,1,732.0254312
1,1,7,37,1,4,1,1,2,1,1,1,530.1895423
1,1,7,38,2,2,0,0,9,2,2,1,385.6950451
1,1,7,39,2,4,0,1,10,2,2,1,493.910667
1,1,7,40,2,4,1,1,6,2,2,1,695.2024964
1,1,7,41,1,4,1,0,8,2,2,1,567.9412582
1,1,7,42,2,2,0,0,1,1,1,1,453.1847369
1,1,7,43,2,2,1,1,9,2,2,1,543.7900731
1,1,7,44,1,2,1,0,10,2,2,1,526.6626121
1,1,7,45,1,1,0,1,5,1,1,1,718.1697024
1,1,7,46,2,1,1,0,3,1,1,1,597.9571955
1,1,7,47,2,3,0,1,6,2,2,1,858.0299141
1,1,7,48,1,3,1,0,7,2,2,1,924.295231
1,1,8,1,2,2,99,99,2,1,1,1,632.8921118
1,1,8,2,1,4,0,0,6,2,2,1,563.9699751
1,1,8,3,2,3,0,0,3,1,1,1,777.4824689
1,1,8,4,2,3,1,1,7,2,2,1,670.8323408
1,1,8,5,2,1,0,1,10,2,2,1,568.7257685
1,1,8,6,1,1,1,0,8,2,2,1,582.2612173
1,1,8,7,1,2,0,1,6,2,2,1,1010.72955
